1.6555	3.252
1.6494	3.295
1.6484	3.300
1.6417	3.340
1.6391	3.351
1.6339	3.380
1.6266	3.420
1.6257	3.422
1.6167	3.460
1.6086	3.500
1.6073	3.510
1.6005	3.521
1.5973	3.531
1.5943	3.540
1.5918	3.551
1.5887	3.560
1.5871	3.570
1.5721	3.580
1.5666	3.588
1.5647	3.595
1.5629	3.603
1.5524	3.611
1.5363	3.619
1.5348	3.620
1.5308	3.640
1.5205	3.660
1.5129	3.679
1.5071	3.700
1.4968	3.751
1.4823	3.860
1.4678	3.980
1.4544	4.104
1.4086	4.614
1.3578	5.350
1.3035	6.419
1.2421	8.158
1.1930	10.341
1.1501	13.395
1.1029	19.706
1.0433	47.209
1.0066	299.752
